"id","surfweight","year","age","gender","ethnicity","education","labour_force_status","partner","parent","number_children","tenure","hh_income","deprivation_area","migrant","disability","home_afford","life_satisfy","life_worth","health","tereo","gov_tereo","selfactual","trust","trust_police","trust_media","trust_parliament","voted","material_wellbeing_index","housecold","housedamp","moves","access_medical","access_green_space","access_public_transport","neighbourhood_connection","neighbourhood_crime_change","victim","discriminated_against","lonely_four_weeks","easy_hard_to_talk","number_children_text","moves_five_years_text","age_gp","hh_income_gp","weekly_income","annual_income","weekly_hours"
864,841.9268,2018,42,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Parent",1,"Rented",38095,7,"NZ with NZ parents","Non-disabled",10,9,10,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",7,8,9,5,"Yes",20,"Yes, sometimes","Yes, sometimes",0,"Very easy","Very easy","Very difficult",8,"A little less",0,0,"None of the time","Very easy","1","0","35-44",1,"   586.3",27232,26
865,1458.17,2018,55,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",44916,10,"NZ with unknown origin parents","Disabled",10,7,10,"Fair","Basic","Strongly agree","Sometimes easy, sometimes hard",8,9,2,0,"Yes",3,"No","No",0,"Easy","Very easy","Difficult",10,"A little more",0,1,"None of the time","Very easy","0","0","55-64",1,"   397.8",18032,35
866,1472.709,2018,60,"Male","European/Other","Secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",34978,4,"Long-term migrant","Non-disabled",8,10,10,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",8,5,5,5,"Yes",20,"No","No",0,"Very easy","Very easy","Very easy",8,"About the same",0,0,"None of the time","Very easy","0","0","55-64",1,"   713.2",32752,32
867,1848.906,2018,22,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",39867,10,"NZ with overseas parent(s)","Non-disabled",7,10,10,"Excellent","Basic","Strongly agree","Very easy to be myself",10,10,10,10,"Not eligible",15,"Yes, often","No",2,"Very easy","Very easy","Very easy",1,"No crime here",0,0,"None of the time","Very easy","0","2","15-24",1,"   159.6",7728,19
868,390.895,2018,31,"Male","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Rented",66865,2,"NZ with overseas parent(s)","Non-disabled",7,6,6,"Fair","None or almost none","Agree","Very easy to be myself",8,8,6,7,"No",11,"No","No",4,"Very easy","Very easy","Difficult",3,"Moved here recently",0,0,"Some of the time","Very easy","0","4+","25-34",2,"  1048.9",48576,36
869,2189.872,2018,54,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",75213,3,"NZ with NZ parents","Non-disabled",8,5,5,"Good","None or almost none","Disagree","Easy to be myself",8,8,5,7,"Yes",19,"No","No",0,"Easy","Very easy","Very difficult",7,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","0","0","45-54",2,"   402.7",18768,32
870,1529.973,2018,69,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",47365,9,"NZ with NZ parents","Non-disabled",5,8,8,"Fair","None or almost none","Agree","Very easy to be myself",5,9,5,8,"Yes",16,"No","No",0,"Easy","Very easy","Easy",7,"About the same",0,0,"None of the time","Very easy","0","0","65+",1,"   447.3",20976,36
871,455.6676,2018,64,"Male","European/Other","Secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",29693,4,"NZ with NZ parents","Non-disabled",10,8,7,"Very Good","None or almost none","Strongly agree","Very easy to be myself",9,10,8,8,"Yes",13,"Yes, sometimes","Yes, sometimes",0,"Neither easy nor difficult","Very easy","Very easy",5,"About the same",0,0,"None of the time","Hard","0","0","55-64",1,"   593.8",26864,32
872,943.4811,2018,74,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",34285,8,"Long-term migrant","Non-disabled",3,10,9,"Fair","None or almost none","Disagree","Easy to be myself",7,9,7,7,"Yes",15,"No","No",0,"Easy","Easy","Easy",7,"A lot more",0,0,"None of the time","Easy","0","0","65+",1,"   308.8",14352,14
873,1554.744,2018,24,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",116268,3,"NZ with overseas parent(s)","Non-disabled",6,7,8,"Good","None or almost none","Agree","Easy to be myself",8,6,5,5,"Not eligible",15,"Yes, sometimes","No",4,"Easy","Very easy","Very easy",0,"Moved here recently",0,0,"None of the time","Very easy","0","4+","15-24",3,"   273.3",12880,2
874,1846.573,2018,26,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Owned without mortgage",133350,5,"NZ with NZ parents","Non-disabled",7,8,8,"Very Good","Basic","Strongly agree","Very easy to be myself",7,8,3,5,"Yes",15,"Yes, sometimes","Yes, sometimes",0,"Very easy","Very easy","Easy",5,"No crime here",0,0,"A little of the time","Very easy","1","0","25-34",3,"   333.5",15088,32
875,680.0428,2018,51,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Owned without mortgage",110403,1,"NZ with NZ parents","Non-disabled",5,7,8,"Good","Basic","Strongly agree","Very easy to be myself",7,10,6,9,"Yes",12,"No","No",0,"Very easy","Very easy","Very easy",7,"About the same",0,0,"Some of the time","Very easy","1","0","45-54",3,"  2457.0",113344,36
876,896.8965,2018,91,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Rented",162430,9,"NZ with NZ parents","Non-disabled",7,8,7,"Very Good","None or almost none","Disagree","Very easy to be myself",6,8,6,0,"Yes",18,"No","No",1,"Difficult","Very easy","Very easy",1,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","0","1","65+",3,"   131.6",6256,1
877,2781.848,2018,40,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Parent",2,"Rented",39141,4,"NZ with NZ parents","Non-disabled",0,8,8,"Good","Conversational","Strongly agree","Very easy to be myself",10,7,4,5,"Yes",8,"Yes, sometimes","No",1,"Very easy","Very easy","Very easy",9,"About the same",0,0,"A little of the time","Very easy","2","1","35-44",1,"   533.2",24656,32
878,2105.052,2018,34,"Female","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",66792,4,"Recent migrant","Non-disabled",8,9,8,"Excellent","None or almost none","Strongly agree","Sometimes easy, sometimes hard",9,8,8,6,"No",17,"Yes, sometimes","No",4,"Easy","Easy","Easy",6,"A lot less",0,0,"A little of the time","Easy","0","4+","25-34",2,"   517.3",23552,26
879,2097.324,2018,91,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",75114,10,"NZ with NZ parents","Non-disabled",10,10,10,"Very Good","None or almost none","Disagree","Very easy to be myself",8,10,10,7,"Yes",17,"Yes, always","Yes, sometimes",1,"Easy","Easy","Easy",7,"About the same",0,0,"None of the time","Easy","0","1","65+",2,"   624.4",28336,43
880,694.5012,2018,26,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Not partnered","Not a parent",0,"Rented",46699,7,"NZ with NZ parents","Non-disabled",7,8,7,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",7,5,8,7,"Yes",11,"Yes, sometimes","Yes, sometimes",0,"Very easy","Very easy","Easy",2,"No crime here",0,0,"A little of the time","Very hard","0","0","25-34",1,"   370.7",16928,32
881,1631.88,2018,78,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",36460,7,"NZ with overseas parent(s)","Non-disabled",5,8,9,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",5,7,7,7,"Yes",10,"No","No",0,"Easy","Very easy","Easy",4,"No crime here",0,0,"None of the time","Easy","0","0","65+",1,"   199.6",8832,6
882,2240.027,2018,79,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",46809,9,"NZ with overseas parent(s)","Non-disabled",8,8,7,"Fair","None or almost none","Agree","Easy to be myself",8,8,6,6,"Yes",17,"Yes, sometimes","Yes, sometimes",1,"Very easy","Very easy","Easy",8,"About the same",0,0,"A little of the time","Very easy","0","1","65+",1,"  1232.3",56672,50
883,2224.29,2018,35,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",4,"Owned without mortgage",124982,9,"NZ with NZ parents","Non-disabled",0,6,5,"Very Good","None or almost none","Agree","Easy to be myself",6,6,4,3,"Yes",8,"Yes, often","No",0,"Easy","Easy","Easy",3,"No crime here",0,0,"A little of the time","Easy","4+","0","35-44",3,"   501.3",23184,23
884,1443.63,2018,79,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",35163,8,"NZ with NZ parents","Non-disabled",5,10,10,"Good","None or almost none","Agree","Easy to be myself",5,10,5,6,"Yes",19,"Yes, sometimes","No",0,"Easy","Easy","Easy",5,"No crime here",0,0,"None of the time","Easy","0","0","65+",1,"   973.0",44528,42
885,770.65,2018,78,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Rented",37698,4,"NZ with NZ parents","Non-disabled",6,8,9,"Very Good","None or almost none","Strongly disagree","Very easy to be myself",8,10,3,6,"Yes",17,"Yes, sometimes","No",0,"Neither easy nor difficult","Neither easy nor difficult","Very difficult",9,"About the same",0,0,"None of the time","Very easy","0","0","65+",1,"   193.8",8464,4
886,1592.053,2018,47,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",32397,2,"Long-term migrant","Non-disabled",5,8,9,"Very Good","None or almost none","Disagree","Very easy to be myself",7,7,4,1,"Yes",16,"Yes, sometimes","No",0,"Neither easy nor difficult","Very easy","Very difficult",7,"A lot more",0,0,"None of the time","Easy","0","0","45-54",1,"   671.4",31280,34
887,1612.445,2018,63,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",92542,8,"NZ with NZ parents","Non-disabled",8,7,8,"Good","None or almost none","Agree","Very easy to be myself",9,10,7,6,"Yes",4,"No","No",2,"Difficult","Easy","Easy",5,"About the same",1,1,"Some of the time","Hard","0","2","55-64",2,"    87.1",3680,6
888,623.2885,2018,35,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",1,"Owned without mortgage",170108,4,"NZ with NZ parents","Non-disabled",8,10,10,"Very Good","Conversational","Neither agree nor disagree","Very easy to be myself",5,7,5,2,"Yes",20,"No","No",0,"Very easy","Very easy","Neither easy nor difficult",10,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","1","0","35-44",3,"   159.2",6992,6
889,1210.321,2018,70,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",26825,1,"NZ with NZ parents","Non-disabled",8,7,8,"Fair","None or almost none","Agree","Very easy to be myself",4,4,0,8,"Yes",10,"No","No",1,"Easy","Easy","Neither easy nor difficult",3,"No crime here",0,0,"A little of the time","Hard","0","1","65+",1,"  2120.2",97152,14
890,1051.928,2018,28,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Rented",124168,10,"Long-term migrant","Non-disabled",9,7,8,"Fair","Basic","Strongly agree","Easy to be myself",7,8,7,7,"Yes",12,"Yes, sometimes","Yes, sometimes",0,"Easy","Easy","Easy",4,"No crime here",0,0,"A little of the time","Sometimes easy, sometimes hard","0","0","25-34",3,"   469.7",21712,25
891,913.1831,2018,49,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Owned without mortgage",128465,3,"NZ with NZ parents","Non-disabled",7,8,8,"Good","Basic","Strongly agree","Very easy to be myself",8,10,6,7,"Yes",15,"No","No",0,"Very easy","Very easy","Very easy",6,"A little less",0,0,"None of the time","Easy","1","0","45-54",3,"  1016.1",46368,30
892,933.368,2018,15,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Rented",48858,1,"NZ with overseas parent(s)","Non-disabled",8,6,8,"Very Good","Conversational","Strongly agree","Easy to be myself",8,9,6,7,"Not eligible",9,"Yes, often","Yes, sometimes",1,"Easy","Very easy","Very easy",4,"No crime here",0,0,"A little of the time","Easy","0","1","15-24",1,"   424.6",19504,32
893,751.9731,2018,26,"Male","European/Other","Secondary school","Not in labour force","Partnered","Parent",2,"Rented",82058,5,"NZ with overseas parent(s)","Non-disabled",5,7,10,"Excellent","None or almost none","Strongly agree","Easy to be myself",7,9,6,8,"Yes",15,"Yes, sometimes","Yes, sometimes",1,"Easy","Easy","Very easy",6,"About the same",0,0,"A little of the time","Very easy","2","1","25-34",2,"   928.3",42688,70
894,2207.776,2018,54,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",52574,5,"Long-term migrant","Non-disabled",7,8,9,"Excellent","None or almost none","Disagree","Very easy to be myself",7,10,6,8,"Yes",9,"Yes, sometimes","Yes, sometimes",0,"Very easy","Very easy","Very easy",0,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","0","0","45-54",2,"   649.1",29440,18
895,6840.643,2018,43,"Female","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Owned without mortgage",102922,5,"Recent migrant","Non-disabled",5,9,9,"Very Good","None or almost none","Strongly agree","Very easy to be myself",9,8,6,7,"No",17,"Not applicable","No",2,"Very easy","Easy","Easy",4,"Moved here recently",0,0,"None of the time","Hard","2","2","35-44",3,"   477.6",21712,36
896,1384.812,2018,81,"Male","European/Other","Post-secondary NCEA/diploma","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",144586,6,"NZ with NZ parents","Non-disabled",7,9,6,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,9,6,7,"Yes",15,"Yes, sometimes","No",0,"Very easy","Very easy","Very easy",8,"A little more",0,0,"None of the time","Sometimes easy, sometimes hard","0","0","65+",3,"   735.9",33488,34
897,1671.632,2018,33,"Female","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",137061,7,"Recent migrant","Non-disabled",7,8,8,"Excellent","None or almost none","Strongly agree","Very easy to be myself",10,9,4,6,"No",15,"Not applicable","No",3,"Very easy","Very easy","Difficult",0,"Moved here recently",0,0,"None of the time","Very easy","0","3","25-34",3,"   581.3",26864,35
898,1917.305,2018,33,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",170121,8,"NZ with NZ parents","Non-disabled",6,10,10,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",2,0,0,0,"No",18,"Yes, sometimes","No",0,"Very easy","Very easy","Very easy",8,"About the same",1,0,"None of the time","Very easy","0","0","25-34",3,"   282.1",12880,26
899,1966.266,2018,26,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Owned with mortgage",179519,5,"NZ with NZ parents","Non-disabled",7,10,10,"Excellent","Basic","Strongly agree","Very easy to be myself",8,10,5,5,"Yes",20,"Yes, sometimes","No",2,"Very easy","Very easy","Very difficult",8,"No crime here",0,0,"None of the time","Very easy","1","2","25-34",3,"  1535.1",70288,26
900,3655.752,2018,33,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",141559,3,"NZ with NZ parents","Non-disabled",10,8,8,"Good","Basic","Agree","Sometimes easy, sometimes hard",7,7,2,5,"Yes",17,"No","No",2,"Very easy","Very easy","Very easy",6,"No crime here",0,0,"A little of the time","Easy","0","2","25-34",3,"   443.1",20608,33
901,2270.223,2018,15,"Male","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Rented",120314,8,"NZ with NZ parents","Non-disabled",7,7,7,"Very Good","Basic","Agree","Very easy to be myself",7,10,7,7,"Yes",19,"No","No",4,"Very easy","Very easy","Very easy",3,"Moved here recently",0,0,"A little of the time","Very easy","0","4+","15-24",3,"   684.5",31280,32
